32 32 32
-1048572 -822733 -1022681 -96794 
-1022681 -1048575 -1003818 -822733 
-1048572 447911 -1005471 -96794 
-1005471 899366 -1003818 447911 
-1003818 -583252 -999991 -1048575 
-999991 -96794 -987292 -583252 
-1003818 297202 -992595 899366 
-992595 -96794 -987292 297202 
-1048572 904507 -994983 899366 
-994983 904997 -988030 904507 
-1048572 942595 -1042595 1048571 
-1042595 904997 -988030 942595 
-988030 900135 -987529 899366 
-987529 904997 -987292 900135 
-988030 998859 -987951 1048571 
-987951 904997 -987292 998859 
-987292 192344 446047 344274 
446047 -1048575 598752 192344 
-987292 454077 120949 899366 
120949 344274 598752 454077 
598752 -352120 933452 344274 
933452 -1048575 1048574 -352120 
598752 682805 1005715 344274 
1005715 899366 1048574 682805 
-987292 921350 21802 1019548 
21802 899366 762416 921350 
-987292 1020381 563844 1048571 
563844 1019548 762416 1020381 
762416 1016984 810470 899366 
810470 1019548 1048574 1016984 
762416 1033220 905629 1048571 
905629 1019548 1048574 1033220 
-1048571 -653352 -1027023 -1048572 
-1027023 23983 -931149 -653352 
-1048571 63668 -956956 23983 
-956956 513155 -931149 63668 
-931149 -526462 -540187 23983 
-540187 -1048572 -427144 -526462 
-931149 173840 -705968 23983 
-705968 513155 -427144 173840 
-1048571 795218 -796287 950926 
-796287 513155 -731164 795218 
-1048571 1002954 -790971 1048572 
-790971 950926 -731164 1002954 
-731164 896616 -445690 513155 
-445690 950926 -427144 896616 
-731164 1008248 -541920 1048572 
-541920 950926 -427144 1008248 
-427144 -427624 -324680 -313119 
-324680 -1048572 17410 -427624 
-427144 -172067 -326710 513155 
-326710 -313119 17410 -172067 
17410 -819771 466686 -1048572 
466686 -313119 1048573 -819771 
17410 -160410 461024 -313119 
461024 513155 1048573 -160410 
-427144 573795 -266484 748133 
-266484 513155 1018686 573795 
-427144 826912 432974 748133 
432974 1048572 1018686 826912 
1018686 565261 1039941 748133 
1039941 513155 1048573 565261 
1018686 843906 1027553 1048572 
1027553 748133 1048573 843906 
